시도,구시,동,단지,거래수,제곱미터당,금액중간,면적중간,건축년도,최근연
경기,광명시,철산동,다나안,4,5514738,320000000,59.9,2018,2026
경기,광명시,철산동,도덕파크타운1단지,170,10007863,700000000,59.8,2002,2026
경기,광명시,철산동,도덕파크타운2단지,342,11076646,540000000,50.0,2001,2026
경기,광명시,철산동,두산위브,144,10023407,709000000,59.8,2007,2026
경기,광명시,철산동,롯데낙천대,69,8876511,655000000,84.2,2005,2026
경기,광명시,철산동,브라운스톤,33,11109241,785000000,84.9,2006,2026
경기,광명시,철산동,브라운스톤2차,53,8863886,750000000,84.6,2007,2026
경기,광명시,철산동,쌍마한신,53,9137984,695000000,65.7,1992,2026
경기,광명시,철산동,우성,96,8535785,637500000,76.2,1990,2026
경기,광명시,철산동,주공12,197,15058427,1025000000,61.4,1986,2026
경기,광명시,철산동,주공13,204,12766402,1093500000,83.5,1986,2026
경기,광명시,철산동,철산래미안자이,240,13956263,1130000000,84.4,2009,2026
경기,광명시,철산동,철산리버빌주공,78,9171538,472500000,49.7,2001,2026
경기,광명시,철산동,철산센트럴푸르지오,89,16836224,1135000000,60.0,2021,2026
경기,광명시,철산동,철산역롯데캐슬&SKVIEW클래스티지,179,17755919,1250000000,60.0,2022,2026
경기,광명시,철산동,철산푸르지오하늘채,141,14117813,1172000000,85.0,2010,2026
경기,광명시,철산동,철산한신,228,8065508,735250000,89.5,1992,2026
경기,광명시,철산동,힐팰리스,2,5653589,495000000,87.6,2008,2026
경기,광명시,하안동,광명 두산위브 트레지움,137,12825627,1090000000,85.0,2009,2026
경기,광명시,하안동,광명현대아파트,33,6242638,510000000,84.9,1995,2026
경기,광명시,하안동,이편한세상센트레빌,388,11732863,996000000,85.0,2010,2026
경기,광명시,하안동,주공1,347,11282334,450000000,41.3,1989,2026
경기,광명시,하안동,주공10,154,9208466,536000000,58.0,1990,2026
경기,광명시,하안동,주공11,105,10169492,415000000,41.3,1990,2026
경기,광명시,하안동,주공12,187,10638298,645000000,59.2,1990,2026
경기,광명시,하안동,주공2,105,9509103,530000000,59.4,1989,2026
경기,광명시,하안동,주공3,156,9173880,400000000,41.3,1989,2026
경기,광명시,하안동,주공4,88,8914136,440000000,45.9,1989,2026
경기,광명시,하안동,주공5,147,8127594,460000000,58.0,1990,2026
경기,광명시,하안동,주공6,104,9842615,382500000,41.3,1990,2026
경기,광명시,하안동,주공7,81,9176629,525000000,58.0,1990,2026
경기,광명시,하안동,주공8(고층),165,10774004,625000000,58.0,1990,2026
경기,광명시,하안동,주공8(저층),15,8257315,687000000,84.4,1990,2026
경기,광명시,하안동,주공9,125,9050164,518000000,58.0,1990,2026
경기,광명시,하안동,하안현대아파트,38,6648999,497500000,84.9,1995,2026
경기,광주시,경안동,경기광주역금호리첸시아,67,8083880,510000000,62.5,2021,2026
경기,광주시,경안동,두진,18,4149960,231500000,49.9,1995,2026
경기,광주시,경안동,푸르지오,27,4506460,315000000,72.6,2002,2026
경기,광주시,경안동,해태,23,5083884,330000000,59.0,2000,2026
경기,광주시,고산동,금호,51,4339504,387000000,84.1,2002,2026
경기,광주시,고산동,더샵오포센트럴포레,199,7860673,645000000,85.0,2022,2026
경기,광주시,고산동,더샵오포센트리체,52,8490090,570000000,68.5,2023,2026
경기,광주시,고산동,오포자이디오브(3단지),7,7532442,640000000,85.0,2024,2026
경기,광주시,고산동,오포자이디오브(4단지),11,8136848,600000000,75.0,2024,2026
경기,광주시,고산동,오포자이오브제,9,7612132,600000000,85.0,2024,2026
경기,광주시,고산동,우림(Lumiart),30,4121984,285000000,71.9,1998,2026
경기,광주시,곤지암읍 곤지암리,삼주노블리제,35,3759983,243000000,59.8,2005,2026
경기,광주시,곤지암읍 곤지암리,쌍용1,28,3324703,282500000,85.0,1998,2026
경기,광주시,곤지암읍 곤지암리,쌍용2,12,2919857,280000000,99.9,2000,2026
경기,광주시,곤지암읍 곤지암리,엘지,10,3531968,247500000,80.6,1997,2026
경기,광주시,곤지암읍 삼리,곤지암킴스빌리지,164,3873141,145000000,35.6,2001,2026
경기,광주시,곤지암읍 삼리,현진에버빌,47,3648518,305000000,85.0,2003,2026
경기,광주시,능평동,능평리금강KCC,15,4588775,390000000,85.0,2004,2026
경기,광주시,능평동,오포롯데캐슬포레스트,22,4976669,592500000,127.9,2009,2026
경기,광주시,능평동,오포베르빌,33,4235498,405000000,85.0,2001,2026
경기,광주시,능평동,오포아이파크,16,4801970,415000000,84.9,2001,2026
경기,광주시,능평동,오포우림필유골드135,12,4578755,702500000,146.5,2008,2026
경기,광주시,도척면 진우리,광주근형심포니,34,2206142,187500000,85.0,2005,2026
경기,광주시,매산동,오포대성,32,2594034,229000000,84.8,2000,2026
경기,광주시,목현동,신일드림빌,24,3543590,300500000,84.8,2002,2026
경기,광주시,문형동,신영프로방스,21,2671236,227000000,85.0,2004,2026
경기,광주시,문형동,오포문형양우내안애,49,3720053,316190000,85.0,2018,2026
경기,광주시,문형동,오포우림퓨전빌,62,2612299,220000000,84.2,2002,2026
경기,광주시,삼동,우남퍼스트빌,27,5759582,489000000,84.9,2004,2026
경기,광주시,삼동,힐스테이트삼동역,49,9098483,668000000,75.6,2023,2026
경기,광주시,송정동,광주행정타운아이파크,35,8118344,695000000,85.0,2024,2026
경기,광주시,송정동,금강펜테리움1단지,30,3725353,347500000,85.0,2010,2026
경기,광주시,송정동,금강펜테리움2단지,25,4001959,360000000,85.0,2010,2026
경기,광주시,송정동,나산,9,4434404,270000000,59.8,1995,2026
경기,광주시,송정동,대주파크빌,18,3212143,273000000,85.0,2005,2026
경기,광주시,송정동,브라운스톤,9,3298217,440000000,137.4,2004,2026
경기,광주시,송정동,송정동현대아이파크,37,4319680,368000000,85.0,2002,2026
경기,광주시,송정동,우림필유,26,4483093,380000000,84.8,2010,2026
경기,광주시,송정동,파라다이스,13,4059253,365000000,85.0,2001,2026
경기,광주시,송정동,파라다이스2단지,26,4609262,313000000,59.6,2001,2026
경기,광주시,신현동,e편한세상오포3차,62,8559348,625000000,79.0,2016,2026
경기,광주시,신현동,e편한세상테라스오포2단지,43,5775850,571000000,116.9,2018,2026
경기,광주시,신현동,e편한세상테라스오포3단지,38,5363289,455000000,84.8,2018,2026
경기,광주시,신현동,e편한세상테라스오포4단지,31,5834787,500000000,84.8,2018,2026
경기,광주시,신현동,신현라온프라이빗,53,7136061,515000000,72.4,2016,2026
경기,광주시,신현동,오포2차e-편한세상,18,7003296,595000000,85.0,2010,2026
경기,광주시,신현동,오포e편한세상,31,5409445,845000000,160.8,2010,2026
경기,광주시,신현동,이편한세상태재1단지,71,7059737,600000000,85.0,2018,2026
경기,광주시,신현동,이편한세상태재2단지,32,7667525,575000000,75.0,2018,2026
경기,광주시,신현동,현대모닝사이드1-A,22,4306936,635000000,150.5,2002,2026
경기,광주시,신현동,현대모닝사이드1-B,25,6121799,535000000,84.8,2002,2026
경기,광주시,신현동,현대모닝사이드2,35,4446908,377000000,84.8,2001,2026
경기,광주시,쌍령동,광주센트럴푸르지오,191,6229987,460000000,75.0,2018,2026
경기,광주시,쌍령동,광주역대광로제비앙,39,5389665,350000000,64.9,2017,2026
경기,광주시,쌍령동,동성1,42,3236056,320000000,85.0,2001,2026
경기,광주시,쌍령동,동성2,50,3933654,305000000,84.5,2002,2026
경기,광주시,쌍령동,서희스타힐스,22,4236042,362500000,85.0,2013,2026
경기,광주시,쌍령동,쌍령현대1차모닝사이드,29,2904005,330000000,104.7,2000,2026
경기,광주시,쌍령동,현대모닝사이드2,49,3533511,315000000,84.9,2003,2026
경기,광주시,양벌동,e편한세상 광주양벌,35,5318273,452000000,85.0,2018,2026
경기,광주시,양벌동,광주역우방아이유쉘1단지,56,6610740,520000000,77.9,2018,2026
경기,광주시,양벌동,광주역우방아이유쉘2단지,80,6754513,535000000,77.9,2018,2026
경기,광주시,양벌동,대주(2차),46,3252983,276500000,85.0,2002,2026
경기,광주시,양벌동,대주파크빌1차A블럭,30,2865043,243500000,85.0,2003,2026
경기,광주시,양벌동,대주파크빌1차C블럭,33,2765031,235000000,85.0,2003,2026
경기,광주시,양벌동,대주파크빌제1차B블럭,25,3000353,255000000,85.0,2003,2026
경기,광주시,양벌동,세양청마루,39,3241281,270000000,84.8,2004,2026
경기,광주시,양벌동,양벌리2쌍용,45,3508772,287000000,84.9,2002,2026
경기,광주시,양벌동,양벌리우림,35,3352330,280000000,84.9,2000,2026
경기,광주시,양벌동,양벌쌍용1차,29,3531489,290000000,85.0,1999,2026
경기,광주시,양벌동,양촌현대,31,3654712,313000000,84.8,2000,2026
경기,광주시,역동,광주역자연앤자이,120,9456234,776500000,84.6,2021,2026
경기,광주시,역동,이편한세상광주역1단지,83,8613818,615000000,73.2,2016,2026
경기,광주시,역동,이편한세상광주역2단지,47,8267587,702000000,84.9,2016,2026
경기,광주시,역동,이편한세상광주역3단지,66,8305079,637500000,84.7,2016,2026
경기,광주시,역동,이편한세상광주역4단지,60,8915896,646500000,73.1,2016,2026
경기,광주시,역동,이편한세상광주역5단지,41,8244033,675000000,84.9,2016,2026
경기,광주시,역동,이편한세상광주역6단지,45,7949603,647500000,84.9,2016,2026
경기,광주시,장지동,금광포란재,14,3704037,312500000,84.6,2004,2026
경기,광주시,장지동,태전경남아너스빌시그니처,108,6891335,450000000,64.0,2022,2026
경기,광주시,장지동,현대,41,4149818,370000000,84.8,2000,2026
경기,광주시,초월읍 대쌍령리,신일드림빌,20,2788882,236500000,84.8,2002,2026
경기,광주시,초월읍 대쌍령리,쌍용더플래티넘광주,100,5412351,391000000,73.5,2022,2026
경기,광주시,초월읍 대쌍령리,우림푸른마을,37,3412568,275000000,85.0,1999,2026
경기,광주시,초월읍 도평리,대주피오레,43,3191670,290000000,84.6,2007,2026
경기,광주시,초월읍 도평리,도평리1차우림퓨전빌,49,2885082,244000000,84.6,2002,2026
경기,광주시,초월읍 도평리,도평리2차우림퓨전빌,20,2837785,240000000,84.6,2002,2026
경기,광주시,초월읍 도평리,신일해피트리,23,2709708,278000000,84.9,2000,2026
경기,광주시,초월읍 산이리,대주파크빌,52,3586767,290000000,84.6,2004,2026
경기,광주시,초월읍 산이리,벽산블루밍,34,3767188,320000000,84.9,2004,2026
경기,광주시,초월읍 산이리,코아루햇빛마을,24,2407779,310000000,143.0,2000,2026
경기,광주시,초월읍 쌍동리,광주초월동광모닝스카이,16,4047083,355000000,85.0,2005,2026
경기,광주시,초월읍 쌍동리,초월e-편한세상1,26,3915865,329500000,84.9,2007,2026
경기,광주시,초월읍 쌍동리,초월e-편한세상2,23,4180848,355000000,84.9,2007,2026
경기,광주시,초월읍 쌍동리,초월롯데낙천대2,25,5639939,466000000,84.9,2004,2026
경기,광주시,초월읍 쌍동리,초월롯데캐슬,32,5846304,459000000,84.9,2004,2026
경기,광주시,초월읍 쌍동리,초월역모아미래도파크힐스,89,5299161,432000000,84.9,2020,2026
경기,광주시,초월읍 쌍동리,초월역한라비발디,66,5804795,440000000,75.8,2023,2026
경기,광주시,초월읍 쌍동리,힐스테이트초월역1블록,19,6828060,540000000,84.9,2024,2026
경기,광주시,초월읍 쌍동리,힐스테이트초월역2블록,20,6434505,540000000,84.9,2024,2026
경기,광주시,초월읍 용수리,광주초월2차동광모닝스카이,3,3668134,237000000,60.0,2009,2026
경기,광주시,초월읍 지월리,광주1차세광엔리치빌,28,2943670,250000000,84.9,2002,2026
경기,광주시,초월읍 지월리,광주초월금강아미움,23,2589149,220000000,85.0,2004,2026
경기,광주시,추자동,오포추자서희스타힐스,81,4358125,360000000,84.9,2019,2026
경기,광주시,탄벌동,경남아너스빌1단지,44,4662279,416500000,84.9,2011,2026
경기,광주시,탄벌동,경남아너스빌2단지,36,4296778,486250000,110.4,2011,2026
경기,광주시,탄벌동,광주탄벌서희스타힐스1단지,11,7171962,455000000,60.0,2025,2026
경기,광주시,탄벌동,광주탄벌서희스타힐스2단지,4,6895332,413500000,60.0,2025,2026
경기,광주시,탄벌동,동보,79,4063126,295000000,84.9,1996,2026
경기,광주시,탄벌동,두산위브광주센트럴파크,29,6875292,555000000,84.2,2024,2026
경기,광주시,탄벌동,벽산블루밍1단지,23,4380157,445000000,98.2,2011,2026
경기,광주시,탄벌동,벽산블루밍2단지,22,4041504,459950000,118.3,2011,2026
경기,광주시,탄벌동,산호,16,3925559,305000000,84.9,1994,2026
경기,광주시,탄벌동,우림루미아트,20,3953186,292500000,78.5,2005,2026
경기,광주시,탄벌동,현대,56,3932685,470000000,134.8,2000,2026
경기,광주시,태전동,e-편한세상,22,5388996,461250000,85.0,2006,2026
경기,광주시,태전동,광주태전아이파크,74,6631175,557000000,85.0,2017,2026
경기,광주시,태전동,광주태전지웰,15,5075663,430000000,84.6,2017,2026
경기,광주시,태전동,미진,20,4538243,279500000,59.9,1999,2026
경기,광주시,태전동,성원,57,4278960,337000000,84.6,1999,2026
경기,광주시,태전동,성원2,34,4165196,379000000,85.0,2000,2026
경기,광주시,태전동,성원3,29,3877110,395000000,101.9,2000,2026
경기,광주시,태전동,성원5,42,4152504,369000000,85.0,2002,2026
경기,광주시,태전동,쌍용스윗닷홈1,26,4159488,337000000,84.7,2004,2026
경기,광주시,태전동,쌍용스윗닷홈2,30,4011989,339000000,84.7,2004,2026
경기,광주시,태전동,쌍용스윗닷홈3,30,4590187,336250000,84.7,2004,2026
경기,광주시,태전동,이편한세상태전2차(101~106동),43,6414353,545000000,85.0,2017,2026
경기,광주시,태전동,이편한세상태전2차(201~205동),20,6490149,551500000,85.0,2017,2026
경기,광주시,태전동,이편한세상태전2차(301~306동),45,7150477,477500000,60.0,2017,2026
경기,광주시,태전동,태전7지구C-13BL태전파크자이,45,7450410,475000000,60.6,2019,2026
경기,광주시,태전동,태전7지구C-14BL태전파크자이,43,7411887,467000000,60.0,2019,2026
경기,광주시,태전동,태전동우림필유,54,5029996,500000000,101.9,2010,2026
경기,광주시,태전동,태전효성해링턴플레이스,89,6135889,495000000,84.7,2018,2026
경기,광주시,태전동,"힐스테이트태전(C-4,1501~1506동)",75,7408412,507000000,72.9,2017,2026
경기,광주시,태전동,"힐스테이트태전(C5,1507~1514동)",66,7365940,535000000,72.9,2017,2026
경기,광주시,태전동,"힐스테이트태전(C6,1515~1520동)",50,7603957,517750000,64.7,2017,2026
경기,광주시,태전동,힐스테이트태전2차에듀포레C10BL,44,7198687,547000000,72.9,2019,2026
경기,광주시,태전동,힐스테이트태전2차에듀포레C11BL,79,7417874,520000000,72.9,2019,2026
경기,광주시,태전동,힐스테이트태전6(1609~1614동),75,7408535,495000000,64.7,2017,2026
경기,광주시,태전동,힐스테이트태전6(1615동~1620동),64,7141527,484500000,64.7,2017,2026
경기,광주시,태전동,힐스테이트태전6지구(1601동~1608동),66,7472790,524000000,72.9,2017,2026
경기,광주시,회덕동,대주파크빌,14,3898407,238500000,59.8,2004,2026
경기,광주시,회덕동,벽산블루밍,20,4368072,269500000,59.8,2002,2026
경기,구리시,갈매동,갈매6단지,110,8850133,679000000,75.0,2018,2026
경기,구리시,갈매동,갈매더샵나인힐스,65,8598270,716000000,84.8,2016,2026
경기,구리시,갈매동,갈매역아이파크,115,9796776,832000000,84.9,2018,2026
경기,구리시,갈매동,갈매와이시티,44,8970573,700000000,75.0,2017,2026
경기,구리시,갈매동,구리갈매스타힐스,104,8770381,704000000,84.9,2017,2026
경기,구리시,갈매동,구리갈매푸르지오,55,9237074,810000000,84.8,2017,2026
경기,구리시,갈매동,엘에이치이스트힐,173,9654373,565000000,59.7,2016,2026
경기,구리시,갈매동,이룸넘버원리치안,36,5590788,87000000,15.0,2017,2026
경기,구리시,갈매동,한라비발디,116,8787385,720000000,84.6,2016,2026
경기,구리시,교문동,B.J빌(101동),1,5797101,430000000,74.2,2003,2024
경기,구리시,교문동,B.J빌(103동),1,6487714,400000000,61.7,2003,2025
경기,구리시,교문동,B.J빌(104동),1,6462864,315000000,48.7,2003,2025
경기,구리시,교문동,B.J빌(105동),1,6270575,400000000,63.8,2003,2026
경기,구리시,교문동,교문(대우),42,10038027,705000000,61.2,1994,2026
경기,구리시,교문동,교문(동양고속),49,9917824,780000000,61.2,1994,2026
경기,구리시,교문동,교문동금호어울림,20,7521009,648500000,85.0,2009,2026
경기,구리시,교문동,구리(우성),55,10369881,835000000,84.9,1994,2026
경기,구리시,교문동,구리(한양),47,10299166,792000000,60.4,1994,2026
경기,구리시,교문동,구리두산,47,10951825,657000000,60.0,1991,2026
경기,구리시,교문동,덕현,133,9645733,770000000,84.6,1993,2026
경기,구리시,교문동,동방,39,8220777,530000000,60.0,1998,2026
경기,구리시,교문동,신원,1,4123466,346000000,83.9,2003,2025
경기,구리시,교문동,아차산어울림아파트,27,8579351,728000000,84.9,2010,2026
경기,구리시,교문동,일성,42,7778433,590000000,84.8,1999,2026
경기,구리시,교문동,장자마을금호1-1,57,14642221,805000000,55.0,2001,2026
경기,구리시,교문동,장자마을금호1-2,70,14100244,775000000,54.9,2001,2026
경기,구리시,교문동,장자마을동양,13,11251865,1335000000,118.6,2001,2026
경기,구리시,교문동,토평신명,51,13588562,1150000000,84.6,2001,2026
경기,구리시,교문동,하나(유원)아파트,54,10059654,785000000,71.1,1994,2026
경기,구리시,교문동,하나(한성)아파트,44,9383188,822000000,84.7,1994,2026
경기,구리시,교문동,한가람아파트,95,10401548,723000000,62.0,1994,2026
경기,구리시,교문동,한성,39,9472071,730000000,71.8,1990,2026
경기,구리시,수택동,(625-0),2,7178350,428500000,59.7,1997,2026
경기,구리시,수택동,SK시티하우스,1,4122497,70000000,17.0,2011,2026
경기,구리시,수택동,e편한세상수택센트럴파크,135,11783074,845000000,74.9,2020,2026
경기,구리시,수택동,갑우,5,7435255,445000000,59.8,1998,2026
경기,구리시,수택동,개나리,3,11302682,295000000,27.0,1997,2026
경기,구리시,수택동,골든빌리지,1,9031611,540000000,59.8,2002,2026
경기,구리시,수택동,광덕(626-6),4,8337502,500000000,60.0,2001,2025
경기,구리시,수택동,광덕102동,1,7741287,462000000,59.7,2001,2025
경기,구리시,수택동,광명,1,5563663,305000000,54.8,1992,2026
경기,구리시,수택동,구리역한양수자인리버시티,84,14087841,920000000,60.0,2021,2026
경기,구리시,수택동,구리태영데시앙,22,8926467,726000000,84.9,2014,2026
경기,구리시,수택동,그린하우스,1,5784526,240000000,41.5,2015,2025
경기,구리시,수택동,금호베스트빌,36,11472516,1538500000,134.1,2001,2026
경기,구리시,수택동,나래,1,8886653,530000000,59.6,1999,2026
경기,구리시,수택동,남양아이좋은집,35,9167538,618000000,60.0,2004,2026
경기,구리시,수택동,뉴벽산,3,9171252,550000000,60.0,2003,2026
경기,구리시,수택동,다성,1,7515030,450000000,59.9,2000,2025
경기,구리시,수택동,다성2차,4,8149321,325000000,40.2,2003,2026
경기,구리시,수택동,대동,2,8387718,501250000,59.8,2000,2026
경기,구리시,수택동,대림한숲,192,11324672,610000000,51.7,1995,2026
경기,구리시,수택동,대성,2,5908632,410000000,69.4,1991,2026
경기,구리시,수택동,대원,1,9006004,540000000,60.0,2000,2026
경기,구리시,수택동,더바임,1,10990736,700000000,63.7,2022,2026
경기,구리시,수택동,동명A,2,9114583,577500000,63.4,1990,2026
경기,구리시,수택동,동명B,1,9293971,595000000,64.0,1990,2026
경기,구리시,수택동,동진뱅크빌,2,4738087,97000000,20.5,2011,2025
경기,구리시,수택동,동진타운빌,10,6493506,279500000,48.1,2014,2026
경기,구리시,수택동,럭키,113,9074410,495000000,59.3,1992,2026
경기,구리시,수택동,리라,3,8745375,520000000,59.5,1998,2026
경기,구리시,수택동,리라하이텔,1,4252172,230000000,54.1,1998,2025
경기,구리시,수택동,무지개,1,8550330,440000000,51.5,2000,2025
경기,구리시,수택동,무학수누피마을,3,8009291,680000000,84.9,2007,2026
경기,구리시,수택동,무학율촌마을,5,7803066,655000000,85.0,2007,2026
경기,구리시,수택동,미주,2,7835110,462500000,59.1,1998,2026
경기,구리시,수택동,바우하우스,1,9173462,495000000,54.0,2002,2026
경기,구리시,수택동,반석블레스,2,9384193,787500000,83.9,2008,2026
경기,구리시,수택동,범우,10,8114273,373500000,46.0,1988,2026
경기,구리시,수택동,보성,9,8284858,470000000,58.5,1998,2026
경기,구리시,수택동,성경(626-18),3,7202169,425000000,59.0,1997,2026
경기,구리시,수택동,성경훼밀리,1,7508294,430000000,57.3,1997,2025
경기,구리시,수택동,성원상떼빌,15,5488910,470000000,93.1,2006,2026
경기,구리시,수택동,수택동금호어울림,28,8792368,653500000,68.2,2006,2026
경기,구리시,수택동,수택원룸,1,5251067,160000000,30.5,2000,2026
경기,구리시,수택동,수택주공,46,8085625,608500000,84.8,2000,2026
경기,구리시,수택동,신래(441-12),2,7132052,482500000,67.6,1992,2026
경기,구리시,수택동,신성미소지움,11,7790985,662000000,85.0,2007,2026
경기,구리시,수택동,신원그린,2,7298898,422500000,57.8,1998,2025
경기,구리시,수택동,쌍용,25,9178905,610000000,84.7,1996,2026
경기,구리시,수택동,쌍용(623),1,7181029,430000000,59.9,1998,2025
경기,구리시,수택동,엘지원앙,142,11628159,657500000,52.1,1995,2026
경기,구리시,수택동,영풍마드레빌1차,24,7503531,635000000,85.0,2003,2026
경기,구리시,수택동,우림,33,6626648,500000000,84.9,1999,2026
경기,구리시,수택동,원일(552),16,6410532,425000000,69.9,1989,2026
경기,구리시,수택동,원일(555),17,6772977,400000000,58.3,1989,2026
경기,구리시,수택동,유창1동,3,8337502,500000000,59.7,1999,2026
경기,구리시,수택동,유탑트윈팰리스,18,6685207,210000000,33.9,2022,2026
경기,구리시,수택동,일우,2,6630345,322500000,48.6,1997,2025
경기,구리시,수택동,"일우(가,나동)",4,7387387,357500000,45.0,1997,2026
경기,구리시,수택동,일우(다동),2,9492048,460000000,48.5,1997,2026
경기,구리시,수택동,진양(626-25),5,8358409,500000000,59.8,1997,2026
경기,구리시,수택동,토평주공,80,9205709,530000000,59.9,2002,2026
경기,구리시,수택동,하이스트빌,16,5876457,251000000,42.7,2008,2026
경기,구리시,수택동,한성3,38,11754856,702000000,59.7,1994,2026
경기,구리시,수택동,한솔A,2,8266200,472000000,57.1,1999,2026
경기,구리시,수택동,한솔빌라트,1,6329872,317000000,50.1,1998,2025
경기,구리시,수택동,한솔푸른,2,6466393,386000000,59.7,1998,2025
경기,구리시,수택동,"한인(가,나동)",16,7769145,350000000,45.0,1989,2026
경기,구리시,수택동,한인(다동),3,7662835,520000000,67.9,1990,2026
경기,구리시,수택동,한인(라동),5,8812261,598000000,67.9,1990,2026
경기,구리시,수택동,현암,1,6784854,310000000,45.7,1989,2026
경기,구리시,수택동,현암(445-20),1,5293276,370000000,69.9,1990,2025
경기,구리시,수택동,힐스테이트구리역,33,16738082,1150000000,74.7,2024,2026
경기,구리시,인창동,(640-25),1,3261061,185000000,56.7,2003,2025
경기,구리시,인창동,e편한세상인창어반포레,158,14649851,930000000,60.0,2021,2026
경기,구리시,인창동,건영,99,7153929,580000000,83.9,1994,2026
경기,구리시,인창동,구리인창2차동문굿모닝힐,30,7754916,635000000,85.0,2007,2026
경기,구리시,인창동,구리인창공원우림필유,10,6989154,850000000,121.6,2008,2026
경기,구리시,인창동,구리인창금호어울림,35,6825424,510000000,85.0,2006,2026
경기,구리시,인창동,노엘103동,1,4093567,245000000,59.8,2005,2026
경기,구리시,인창동,노엘하이빌101동,1,4010025,240000000,59.8,2005,2025
경기,구리시,인창동,다우림,11,6028324,512000000,84.9,2006,2026
경기,구리시,인창동,대명(610-20),9,6182653,350000000,56.6,1989,2026
경기,구리시,인창동,대양,1,5069525,175000000,34.5,2004,2026
경기,구리시,인창동,더샵그린포레1단지,26,8073438,686000000,85.0,2015,2026
경기,구리시,인창동,더샵그린포레2단지,15,8201930,634000000,85.0,2015,2026
경기,구리시,인창동,동문굿모닝힐,42,9531026,810000000,85.0,2007,2026
경기,구리시,인창동,동산,1,4920477,297000000,60.4,2004,2025
경기,구리시,인창동,동양주택조합,67,8319605,707000000,85.0,2002,2026
경기,구리시,인창동,동원베네스트,87,9128908,610000000,59.8,2004,2026
경기,구리시,인창동,동흥,2,8626610,312500000,36.5,1994,2026
경기,구리시,인창동,부영101동,2,5401413,285000000,53.2,1997,2026
경기,구리시,인창동,부영102,2,4595710,275000000,59.8,1997,2025
경기,구리시,인창동,부영103동,1,5005005,300000000,59.9,1997,2026
경기,구리시,인창동,부영A,3,4666667,210000000,45.0,1996,2026
경기,구리시,인창동,부영apt,2,4569277,251000000,54.9,1997,2026
경기,구리시,인창동,부영바동,1,5681818,337500000,59.4,1997,2026
경기,구리시,인창동,삼보,83,8370390,850000000,101.9,1996,2026
경기,구리시,인창동,삼호,27,8388848,576000000,81.1,1991,2026
경기,구리시,인창동,삼환,20,8132440,841000000,100.0,1996,2026
경기,구리시,인창동,성원,52,8795152,742500000,85.0,2000,2026
경기,구리시,인창동,신동흥101동,5,5928476,310000000,52.3,1992,2026
경기,구리시,인창동,신동흥105동,1,5826772,333000000,57.2,1992,2026
경기,구리시,인창동,신일,19,8752626,880000000,100.0,1996,2026
경기,구리시,인창동,아름마을삼성,119,8063510,645000000,85.0,2000,2026
경기,구리시,인창동,아름마을성원,23,6725664,519000000,84.8,1999,2026
경기,구리시,인창동,아름마을엘지,65,8017371,548000000,59.9,1999,2026
경기,구리시,인창동,아름마을일신,56,8483351,661500000,85.0,1999,2026
경기,구리시,인창동,아름마을일신건영,17,7917059,620000000,79.6,2001,2026
경기,구리시,인창동,우림,4,3778477,213500000,56.0,2001,2025
경기,구리시,인창동,우림3동,2,4222002,252000000,59.7,2001,2026
경기,구리시,인창동,우방아이유쉘,16,6535464,554000000,84.8,2001,2026
경기,구리시,인창동,원일가대라곡,60,9916832,704000000,60.0,2005,2026
경기,구리시,인창동,원일아름,113,7669617,580000000,84.8,1998,2026
경기,구리시,인창동,이건그린,1,5763448,345000000,59.9,2004,2026
경기,구리시,인창동,이건필그린,1,5770196,345000000,59.8,2004,2026
경기,구리시,인창동,이건필그린(633-1),2,4938892,295000000,59.7,2003,2024
경기,구리시,인창동,이건필그린(633-2),3,5600134,335000000,59.8,2003,2026
경기,구리시,인창동,이건필그린102,3,6275100,375000000,59.8,2002,2026
경기,구리시,인창동,인창2차e-편한세상,77,10134054,790000000,84.4,2006,2026
경기,구리시,인창동,인창이편한세상,15,7897684,615000000,84.8,2004,2026
경기,구리시,인창동,인창칸타빌더헤리티지,40,10511791,743500000,59.9,2023,2026
경기,구리시,인창동,인창풍림아이원,12,7851779,667000000,84.9,2014,2026
경기,구리시,인창동,정은스카이빌,11,7065507,600000000,84.9,2008,2026
경기,구리시,인창동,주공1,217,9738079,550000000,59.6,1996,2026
경기,구리시,인창동,주공2,189,8824568,660000000,85.0,1997,2026
경기,구리시,인창동,주공4-1,139,9975920,525000000,58.1,1996,2026
경기,구리시,인창동,주공4-2,101,9287977,555000000,60.0,1996,2026
경기,구리시,인창동,주공6,199,10233918,580000000,58.1,1996,2026
경기,구리시,인창동,포스필아파트(101동),2,6882529,575000000,83.5,2007,2026
경기,구리시,인창동,한진,103,6531486,515000000,85.0,2002,2026
경기,구리시,인창동,한창그린(102동),1,4010025,240000000,59.8,2001,2024
경기,구리시,인창동,현대홈타운,54,9094786,779500000,82.1,2002,2026
경기,구리시,토평동,삼성,42,9843868,1150000000,116.8,2001,2026
경기,구리시,토평동,상록,47,9952135,840000000,84.4,2002,2026
경기,구리시,토평동,신명스카이뷰,6,6424735,528500000,82.3,2006,2025
경기,구리시,토평동,에스케이신일,51,7434453,630000000,84.7,2001,2026
경기,구리시,토평동,영풍마드레빌2차,3,6713860,570000000,84.9,2003,2026
경기,구리시,토평동,우남,33,8633494,515000000,59.7,2000,2026
경기,구리시,토평동,유진스웰,6,7524556,667000000,85.0,2009,2026
